TurbID,DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
02,2020-01-28 22:30:00,2.1,2235.0,59,-4.6,48,1016,4.3,9127.0,8084.0
02,2020-01-28 22:45:00,2.2,2284.0,74,-4.6,48,1016,4.2,10938.0,9583.0
02,2020-01-28 23:00:00,2.4,2333.0,88,-4.7,48,1016,4.2,11584.0,12876.0
02,2020-01-28 23:15:00,2.5,3014.0,97,-4.7,48,1016,5.6,31702.0,29244.0
02,2020-01-28 23:30:00,2.7,4327.0,107,-4.8,49,1016,4.9,20185.0,19228.0
02,2020-01-28 23:45:00,2.9,5640.0,117,-4.9,49,1016,5.8,35936.0,35801.0
02,2020-01-29 00:00:00,4.3,17485.0,99,-5.4,46,1016,5.8,32341.0,31594.0
02,2020-01-29 00:15:00,4.4,19756.0,104,-5.4,46,1016,6.1,39030.0,39786.0
02,2020-01-29 00:30:00,4.6,22115.0,109,-5.4,46,1016,5.5,26965.0,25359.0
02,2020-01-29 00:45:00,4.8,24473.0,114,-5.4,46,1016,5.5,26638.0,27530.0
02,2020-01-29 01:00:00,5.0,26832.0,119,-5.4,46,1016,5.2,23967.0,23144.0
02,2020-01-29 01:15:00,5.1,29187.0,122,-5.4,46,1016,5.1,25394.0,25164.0
02,2020-01-29 01:30:00,5.2,31539.0,126,-5.4,47,1016,5.6,31489.0,31177.0
02,2020-01-29 01:45:00,5.2,33890.0,128,-5.5,47,1016,5.8,31367.0,30289.0
02,2020-01-29 02:00:00,5.3,36242.0,131,-5.5,48,1016,6.1,40261.0,38475.0
02,2020-01-29 02:15:00,5.3,38621.0,134,-5.5,48,1016,6.3,45368.0,44377.0
02,2020-01-29 02:30:00,5.3,41028.0,137,-5.5,49,1016,6.4,49295.0,49313.0
02,2020-01-29 02:45:00,5.4,43434.0,141,-5.5,49,1015,6.6,44283.0,46659.0
02,2020-01-29 03:00:00,5.4,45841.0,144,-5.5,50,1015,5.2,25487.0,25968.0
02,2020-01-29 03:15:00,5.5,47611.0,147,-5.5,50,1015,5.3,25112.0,24565.0
02,2020-01-29 03:30:00,5.6,48745.0,150,-5.5,50,1015,5.6,30381.0,29398.0
02,2020-01-29 03:45:00,5.6,49879.0,153,-5.4,49,1014,5.9,40294.0,38488.0
02,2020-01-29 04:00:00,5.7,51013.0,155,-5.4,49,1014,6.4,45732.0,44271.0
02,2020-01-29 04:15:00,5.9,52095.0,157,-5.4,49,1014,6.6,54303.0,53494.0
02,2020-01-29 04:30:00,5.9,53126.0,158,-5.4,48,1014,6.7,56290.0,56520.0
02,2020-01-29 04:45:00,6.0,54157.0,159,-5.3,48,1014,7.2,63478.0,61376.0
02,2020-01-29 05:00:00,6.0,55188.0,161,-5.3,47,1014,6.9,59556.0,57779.0
02,2020-01-29 05:15:00,6.1,55850.0,161,-5.3,47,1014,6.8,53713.0,53078.0
02,2020-01-29 05:30:00,6.2,56145.0,162,-5.3,47,1014,6.9,57948.0,57379.0
02,2020-01-29 05:45:00,6.2,56440.0,162,-5.3,46,1014,7.3,62694.0,59806.0
02,2020-01-29 06:00:00,6.3,56735.0,163,-5.3,46,1014,7.7,74530.0,72498.0
02,2020-01-29 06:15:00,6.2,56748.0,164,-5.3,46,1014,8.1,78703.0,80479.0
02,2020-01-29 06:30:00,6.3,56481.0,166,-5.3,46,1014,7.8,76734.0,76216.0
02,2020-01-29 06:45:00,6.2,56213.0,168,-5.4,46,1014,7.3,70703.0,67767.0
02,2020-01-29 07:00:00,6.3,55946.0,170,-5.4,46,1014,7.7,70741.0,67532.0
02,2020-01-29 07:15:00,6.3,55407.0,172,-5.2,45,1014,7.6,71034.0,70575.0
02,2020-01-29 07:30:00,6.2,54597.0,174,-4.9,44,1014,7.4,67383.0,66534.0
02,2020-01-29 07:45:00,6.3,53788.0,176,-4.6,43,1014,7.5,68812.0,67256.0
02,2020-01-29 08:00:00,6.3,52978.0,178,-4.3,42,1014,7.1,62773.0,61223.0
02,2020-01-29 08:15:00,6.2,50824.0,180,-3.8,40,1014,6.8,55770.0,55424.0
02,2020-01-29 08:30:00,6.0,47327.0,180,-3.2,37,1014,6.4,51182.0,49892.0
02,2020-01-29 08:45:00,5.8,43830.0,182,-2.5,35,1014,6.3,45235.0,42799.0
02,2020-01-29 09:00:00,5.6,40333.0,183,-1.9,32,1014,6.3,42009.0,41389.0
02,2020-01-29 09:15:00,5.5,38512.0,185,-1.3,30,1014,5.7,34742.0,33900.0
02,2020-01-29 09:30:00,5.6,38367.0,187,-0.6,29,1014,5.1,25042.0,24845.0
02,2020-01-29 09:45:00,5.7,38222.0,190,0.0,27,1014,5.3,24745.0,23610.0
02,2020-01-29 10:00:00,5.8,38077.0,192,0.7,26,1014,5.0,22502.0,24401.0
02,2020-01-29 10:15:00,5.9,38012.0,194,1.3,25,1014,5.3,25839.0,28280.0
02,2020-01-29 10:30:00,5.9,38027.0,196,1.8,25,1014,4.7,18129.0,18943.0
02,2020-01-29 10:45:00,6.1,38043.0,197,2.3,26,1014,4.6,17725.0,16556.0
02,2020-01-29 11:00:00,6.1,38058.0,199,2.8,26,1014,4.8,18049.0,18783.0
02,2020-01-29 11:15:00,6.2,38820.0,201,3.3,27,1014,4.5,15223.0,15360.0
02,2020-01-29 11:30:00,6.4,40329.0,202,3.6,29,1014,4.7,17644.0,15534.0
02,2020-01-29 11:45:00,6.5,41837.0,203,3.9,31,1013,5.2,23603.0,21441.0
02,2020-01-29 12:00:00,6.7,43346.0,204,4.2,33,1013,5.5,28810.0,29741.0
02,2020-01-29 12:15:00,6.8,45169.0,205,4.5,34,1013,5.7,30829.0,30030.0
02,2020-01-29 12:30:00,6.9,47308.0,206,4.8,34,1013,5.8,35871.0,36960.0
02,2020-01-29 12:45:00,7.1,49447.0,207,5.1,34,1012,6.1,37787.0,36438.0
02,2020-01-29 13:00:00,7.2,51586.0,207,5.4,34,1012,6.2,43283.0,46319.0
02,2020-01-29 13:15:00,7.2,52746.0,208,5.6,34,1012,6.4,45807.0,44787.0
02,2020-01-29 13:30:00,7.2,52928.0,208,5.8,34,1012,6.2,38457.0,38753.0
02,2020-01-29 13:45:00,7.2,53110.0,208,5.9,34,1011,5.6,31440.0,32214.0
02,2020-01-29 14:00:00,7.2,53292.0,208,6.1,34,1011,5.1,25914.0,25770.0
02,2020-01-29 14:15:00,7.2,53024.0,208,6.3,34,1011,5.5,32087.0,30391.0
02,2020-01-29 14:30:00,7.1,52305.0,208,6.4,34,1011,5.6,33144.0,32017.0
02,2020-01-29 14:45:00,7.1,51586.0,208,6.5,34,1010,5.9,40430.0,41058.0
02,2020-01-29 15:00:00,7.0,50867.0,207,6.6,34,1010,6.4,42996.0,42367.0
02,2020-01-29 15:15:00,6.9,49308.0,207,6.6,35,1010,6.1,41698.0,42680.0
02,2020-01-29 15:30:00,6.8,46907.0,205,6.5,36,1010,6.3,47387.0,46934.0
02,2020-01-29 15:45:00,6.8,44506.0,204,6.4,37,1010,6.4,43083.0,42858.0
02,2020-01-29 16:00:00,6.7,42105.0,202,6.3,38,1010,6.1,40930.0,40834.0
02,2020-01-29 16:15:00,6.7,41341.0,201,6.1,39,1010,5.5,31679.0,31672.0
02,2020-01-29 16:30:00,6.9,42215.0,199,5.6,40,1010,5.4,27752.0,26824.0
02,2020-01-29 16:45:00,7.1,43090.0,198,5.2,42,1009,5.8,35050.0,35698.0
02,2020-01-29 17:00:00,7.2,43964.0,197,4.7,43,1009,5.8,35743.0,35752.0
02,2020-01-29 17:15:00,7.4,46223.0,196,4.3,45,1009,6.0,35903.0,30997.0
02,2020-01-29 17:30:00,7.7,49866.0,195,3.9,46,1009,5.8,32496.0,31216.0
02,2020-01-29 17:45:00,7.9,53509.0,195,3.4,47,1009,6.3,42175.0,40440.0
02,2020-01-29 18:00:00,8.1,57152.0,194,3.0,48,1009,5.7,37581.0,37232.0
02,2020-01-29 18:15:00,8.2,60160.0,194,2.7,49,1009,5.1,25660.0,26564.0
02,2020-01-29 18:30:00,8.3,62535.0,194,2.6,50,1009,6.1,38701.0,37112.0
02,2020-01-29 18:45:00,8.4,64910.0,195,2.4,50,1009,7.1,60026.0,59378.0
02,2020-01-29 19:00:00,8.5,67285.0,194,2.3,51,1009,7.5,67762.0,65827.0
02,2020-01-29 19:15:00,8.5,69261.0,195,2.2,51,1009,8.1,77897.0,76468.0
02,2020-01-29 19:30:00,8.5,70839.0,196,2.1,51,1009,8.8,86449.0,85334.0
02,2020-01-29 19:45:00,8.6,72416.0,197,2.0,52,1009,8.6,81619.0,83465.0
02,2020-01-29 20:00:00,8.6,73994.0,198,1.9,52,1009,8.5,81814.0,79606.0
02,2020-01-29 20:15:00,8.7,75172.0,199,1.8,52,1009,8.1,74704.0,74051.0
02,2020-01-29 20:30:00,8.6,75950.0,200,1.8,51,1009,8.2,78082.0,77547.0
02,2020-01-29 20:45:00,8.7,76727.0,201,1.9,51,1009,8.5,84038.0,83813.0
02,2020-01-29 21:00:00,8.7,77505.0,202,1.9,50,1009,9.0,89635.0,91665.0
02,2020-01-29 21:15:00,8.6,77882.0,204,1.9,50,1009,9.3,91457.0,94086.0
02,2020-01-29 21:30:00,8.6,77858.0,205,1.9,50,1009,9.6,90568.0,91303.0
02,2020-01-29 21:45:00,8.5,77834.0,206,2.0,51,1010,9.1,88706.0,90751.0
02,2020-01-29 22:00:00,8.5,77810.0,207,2.0,51,1010,7.7,76497.0,77277.0
02,2020-01-29 22:15:00,8.3,77576.0,207,2.0,51,1010,7.5,67547.0,64543.0
02,2020-01-29 22:30:00,8.2,77131.0,207,1.9,51,1010,6.7,57405.0,57097.0
02,2020-01-29 22:45:00,8.1,76686.0,208,1.8,52,1010,6.9,57335.0,55844.0
02,2020-01-29 23:00:00,8.1,76241.0,208,1.7,52,1010,7.6,67524.0,65556.0
02,2020-01-29 23:15:00,7.9,75801.0,209,1.7,52,1010,8.2,76993.0,76201.0
02,2020-01-29 23:30:00,7.8,75366.0,209,1.6,53,1010,8.2,79096.0,77721.0
02,2020-01-29 23:45:00,7.7,74932.0,210,1.6,53,1010,8.0,75069.0,71435.0
02,2020-01-30 00:00:00,7.8,71883.0,215,2.6,57,1010,7.8,75308.0,73833.0
02,2020-01-30 00:15:00,7.7,71226.0,215,2.5,57,1010,7.4,68604.0,68498.0
02,2020-01-30 00:30:00,7.6,71033.0,215,2.4,57,1010,7.7,71530.0,70870.0
02,2020-01-30 00:45:00,7.6,70841.0,215,2.3,57,1010,7.6,71237.0,69746.0
02,2020-01-30 01:00:00,7.5,70648.0,216,2.2,57,1010,7.5,66688.0,65875.0
02,2020-01-30 01:15:00,7.5,70434.0,216,2.1,57,1010,6.9,54757.0,54745.0
02,2020-01-30 01:30:00,7.5,70197.0,216,2.0,57,1010,6.7,50808.0,50722.0
02,2020-01-30 01:45:00,7.4,69961.0,216,1.9,58,1009,6.5,47066.0,46761.0
02,2020-01-30 02:00:00,7.4,69724.0,216,1.8,58,1009,6.0,38467.0,37969.0
02,2020-01-30 02:15:00,7.4,69731.0,216,1.7,58,1009,5.9,37721.0,38660.0
02,2020-01-30 02:30:00,7.4,69980.0,216,1.6,59,1009,5.7,35443.0,35950.0
02,2020-01-30 02:45:00,7.4,70230.0,216,1.5,59,1009,5.7,33266.0,32339.0
02,2020-01-30 03:00:00,7.5,70479.0,217,1.4,60,1009,5.8,35725.0,34871.0
02,2020-01-30 03:15:00,7.4,70354.0,217,1.2,60,1009,6.2,41085.0,39974.0
02,2020-01-30 03:30:00,7.3,69853.0,219,1.0,61,1009,6.1,39948.0,39399.0
02,2020-01-30 03:45:00,7.2,69352.0,221,0.9,61,1009,5.5,32822.0,33837.0
02,2020-01-30 04:00:00,7.1,68851.0,223,0.7,62,1009,5.2,24499.0,24305.0
02,2020-01-30 04:15:00,6.9,67787.0,224,0.5,62,1009,5.4,29028.0,28599.0
02,2020-01-30 04:30:00,6.9,66160.0,226,0.3,63,1009,5.6,31999.0,30938.0
02,2020-01-30 04:45:00,6.7,64534.0,228,0.2,64,1009,5.8,36501.0,36826.0
02,2020-01-30 05:00:00,6.7,62907.0,230,0.0,65,1009,5.4,31859.0,32137.0
02,2020-01-30 05:15:00,6.6,61331.0,231,-0.1,65,1009,5.3,25019.0,24838.0
02,2020-01-30 05:30:00,6.7,59806.0,230,-0.2,66,1009,5.5,29955.0,28918.0
02,2020-01-30 05:45:00,6.7,58280.0,230,-0.3,67,1009,5.3,26750.0,26676.0
02,2020-01-30 06:00:00,6.8,56755.0,230,-0.4,68,1009,5.4,30340.0,29451.0
02,2020-01-30 06:15:00,6.7,54174.0,230,-0.6,69,1009,5.5,32409.0,31882.0
02,2020-01-30 06:30:00,6.6,50537.0,231,-0.7,70,1009,5.1,26343.0,27045.0
02,2020-01-30 06:45:00,6.5,46901.0,232,-0.9,71,1010,5.1,24729.0,23519.0
02,2020-01-30 07:00:00,6.3,43264.0,232,-1.0,72,1010,5.2,23092.0,23385.0
02,2020-01-30 07:15:00,6.2,39168.0,233,-1.0,73,1010,5.1,21695.0,21405.0
02,2020-01-30 07:30:00,6.0,34612.0,235,-0.7,73,1010,4.4,14411.0,14471.0
02,2020-01-30 07:45:00,5.8,30056.0,236,-0.5,72,1010,4.1,11567.0,10736.0
02,2020-01-30 08:00:00,5.5,25500.0,238,-0.2,72,1010,4.1,12022.0,11438.0
02,2020-01-30 08:15:00,5.2,21376.0,239,0.2,71,1010,4.2,14483.0,14209.0
02,2020-01-30 08:30:00,4.9,17683.0,239,0.9,69,1010,4.4,13574.0,13522.0
02,2020-01-30 08:45:00,4.5,13991.0,239,1.6,68,1011,4.5,13305.0,13034.0
02,2020-01-30 09:00:00,4.2,10298.0,240,2.3,66,1011,3.8,7793.0,7447.0
02,2020-01-30 09:15:00,3.8,7552.0,240,2.9,64,1011,3.7,6235.0,5935.0
02,2020-01-30 09:30:00,3.5,5753.0,239,3.5,63,1011,2.9,2858.0,3209.0
02,2020-01-30 09:45:00,3.1,3953.0,237,4.2,62,1011,2.0,-137.0,-377.0
02,2020-01-30 10:00:00,2.8,2154.0,235,4.8,61,1011,1.4,-96.0,-296.0
02,2020-01-30 10:15:00,2.4,1141.0,235,5.4,59,1011,1.0,-173.0,-356.0
02,2020-01-30 10:30:00,2.2,914.0,238,6.0,58,1011,1.0,-88.0,-270.0
02,2020-01-30 10:45:00,2.1,687.0,239,6.5,57,1011,0.6,-125.0,-303.0
02,2020-01-30 11:00:00,1.9,460.0,242,7.1,56,1011,1.4,-84.0,-274.0
02,2020-01-30 11:15:00,1.7,326.0,242,7.6,55,1011,1.2,-86.0,-273.0
02,2020-01-30 11:30:00,1.5,286.0,242,8.0,54,1011,1.2,-100.0,-293.0
02,2020-01-30 11:45:00,1.3,245.0,243,8.5,53,1011,1.6,-81.0,-252.0
02,2020-01-30 12:00:00,1.1,205.0,243,8.9,52,1011,2.2,-178.0,-386.0
02,2020-01-30 12:15:00,0.9,201.0,243,9.3,52,1011,1.8,-108.0,-307.0
02,2020-01-30 12:30:00,0.9,233.0,234,9.6,51,1011,2.0,-117.0,-295.0
02,2020-01-30 12:45:00,0.8,265.0,230,9.9,50,1010,2.1,-81.0,-251.0
02,2020-01-30 13:00:00,0.8,297.0,220,10.2,49,1010,1.9,-103.0,-295.0
02,2020-01-30 13:15:00,0.7,347.0,214,10.4,48,1010,1.8,-89.0,-292.0
02,2020-01-30 13:30:00,0.8,415.0,203,10.5,48,1010,2.3,-134.0,-285.0
02,2020-01-30 13:45:00,0.9,484.0,201,10.7,47,1010,2.5,-251.0,-433.0
02,2020-01-30 14:00:00,0.9,552.0,193,10.8,47,1010,2.5,-89.0,-328.0
02,2020-01-30 14:15:00,1.0,587.0,191,10.9,47,1010,2.2,-124.0,-289.0
02,2020-01-30 14:30:00,1.1,589.0,190,11.0,47,1010,2.4,-86.0,-250.0
02,2020-01-30 14:45:00,1.2,591.0,189,11.1,46,1009,2.1,-87.0,-248.0
02,2020-01-30 15:00:00,1.3,593.0,189,11.2,46,1009,2.1,-120.0,-293.0
02,2020-01-30 15:15:00,1.3,617.0,189,11.2,46,1009,2.1,-105.0,-265.0
02,2020-01-30 15:30:00,1.3,663.0,189,11.1,47,1009,2.2,-156.0,-384.0
02,2020-01-30 15:45:00,1.4,710.0,184,11.0,48,1009,2.4,-83.0,-292.0
02,2020-01-30 16:00:00,1.4,756.0,184,10.9,49,1009,2.3,-144.0,-293.0
02,2020-01-30 16:15:00,1.5,858.0,180,10.5,52,1009,2.7,-89.0,-289.0
02,2020-01-30 16:30:00,1.6,1015.0,176,9.6,57,1009,2.6,19.0,-209.0
02,2020-01-30 16:45:00,1.8,1172.0,174,8.8,62,1010,2.8,223.0,23.0
02,2020-01-30 17:00:00,1.9,1329.0,168,7.9,67,1010,2.9,1217.0,1069.0
02,2020-01-30 17:15:00,2.2,1624.0,164,7.1,70,1010,3.1,2322.0,2045.0
02,2020-01-30 17:30:00,2.5,2056.0,164,6.3,72,1010,2.7,1182.0,1099.0
02,2020-01-30 17:45:00,2.8,2488.0,161,5.6,74,1010,2.9,2120.0,1878.0
02,2020-01-30 18:00:00,3.1,2920.0,161,4.8,76,1010,2.8,1272.0,1099.0
02,2020-01-30 18:15:00,3.3,3702.0,160,4.3,78,1010,3.2,2668.0,2310.0
02,2020-01-30 18:30:00,3.5,4833.0,162,4.0,79,1010,3.4,4678.0,4220.0
02,2020-01-30 18:45:00,3.6,5964.0,161,3.7,80,1010,3.0,2632.0,3026.0
02,2020-01-30 19:00:00,3.8,7095.0,162,3.4,81,1010,2.6,905.0,986.0
02,2020-01-30 19:15:00,3.9,8181.0,162,3.2,81,1010,2.8,1007.0,1011.0
02,2020-01-30 19:30:00,3.8,9222.0,163,3.1,81,1010,2.5,318.0,323.0
02,2020-01-30 19:45:00,3.7,10262.0,164,2.9,81,1010,2.3,-101.0,-254.0
02,2020-01-30 20:00:00,3.6,11303.0,166,2.8,81,1010,2.2,-97.0,-283.0
02,2020-01-30 20:15:00,3.6,12097.0,166,2.6,81,1010,2.7,-160.0,-345.0
02,2020-01-30 20:30:00,3.6,12645.0,166,2.4,82,1010,2.9,-45.0,-334.0
02,2020-01-30 20:45:00,3.5,13192.0,165,2.1,82,1011,2.8,1008.0,713.0
02,2020-01-30 21:00:00,3.5,13740.0,165,1.9,83,1011,2.9,1842.0,1706.0
02,2020-01-30 21:15:00,3.5,14253.0,165,1.7,83,1011,2.6,1557.0,1833.0
02,2020-01-30 21:30:00,3.5,14732.0,164,1.6,84,1011,2.5,143.0,152.0
02,2020-01-30 21:45:00,3.6,15211.0,162,1.5,84,1011,2.4,636.0,585.0
02,2020-01-30 22:00:00,3.6,15690.0,161,1.4,85,1011,2.4,289.0,140.0
02,2020-01-30 22:15:00,3.6,15828.0,161,1.3,85,1011,2.6,196.0,10.0
02,2020-01-30 22:30:00,3.5,15626.0,160,1.2,86,1011,2.3,143.0,62.0
02,2020-01-30 22:45:00,3.5,15424.0,160,1.2,87,1011,2.5,-108.0,-277.0
02,2020-01-30 23:00:00,3.4,15222.0,159,1.1,88,1011,2.6,-105.0,-299.0
02,2020-01-30 23:15:00,3.4,15038.0,161,1.0,88,1011,2.7,144.0,-32.0
02,2020-01-30 23:30:00,3.4,14873.0,163,0.9,89,1011,3.3,2005.0,1267.0
02,2020-01-30 23:45:00,3.4,14708.0,165,0.7,89,1011,3.1,3639.0,2855.0
02,2020-01-31 00:00:00,3.1,8059.0,161,0.6,93,1010,2.8,2167.0,2487.0
02,2020-01-31 00:15:00,3.0,7975.0,165,0.5,93,1010,2.5,410.0,342.0
02,2020-01-31 00:30:00,3.1,7741.0,169,0.5,93,1010,2.5,14.0,-58.0
02,2020-01-31 00:45:00,3.0,7508.0,171,0.4,93,1010,2.2,-45.0,-173.0
02,2020-01-31 01:00:00,3.1,7274.0,174,0.4,93,1010,2.3,-138.0,-314.0
02,2020-01-31 01:15:00,3.1,7156.0,178,0.4,93,1010,2.4,-121.0,-286.0
02,2020-01-31 01:30:00,3.1,7154.0,180,0.4,93,1010,2.7,-123.0,-332.0
02,2020-01-31 01:45:00,3.0,7152.0,182,0.5,92,1010,2.7,-67.0,-314.0
02,2020-01-31 02:00:00,3.0,7150.0,186,0.5,92,1010,3.3,121.0,9.0
02,2020-01-31 02:15:00,3.1,7317.0,187,0.5,92,1010,3.4,6262.0,6130.0
02,2020-01-31 02:30:00,3.2,7653.0,189,0.4,92,1010,3.4,6361.0,6160.0
02,2020-01-31 02:45:00,3.4,7990.0,190,0.3,92,1009,3.5,5821.0,5950.0
02,2020-01-31 03:00:00,3.5,8326.0,192,0.2,92,1009,2.9,2724.0,2807.0
02,2020-01-31 03:15:00,3.6,8818.0,191,0.1,92,1009,2.4,-33.0,-212.0
02,2020-01-31 03:30:00,3.7,9466.0,193,0.0,92,1009,2.7,-168.0,-326.0
02,2020-01-31 03:45:00,3.9,10115.0,193,-0.1,92,1009,2.5,-173.0,-369.0
02,2020-01-31 04:00:00,4.0,10763.0,194,-0.2,92,1009,2.0,-101.0,-339.0
02,2020-01-31 04:15:00,4.1,11230.0,195,-0.3,92,1009,2.1,-163.0,-320.0
02,2020-01-31 04:30:00,4.3,11515.0,196,-0.4,92,1009,2.6,-131.0,-294.0
02,2020-01-31 04:45:00,4.3,11801.0,198,-0.5,93,1008,2.1,-111.0,-286.0
02,2020-01-31 05:00:00,4.4,12086.0,198,-0.6,93,1008,1.6,-97.0,-294.0
02,2020-01-31 05:15:00,4.4,12490.0,198,-0.6,93,1008,1.9,-84.0,-256.0
02,2020-01-31 05:30:00,4.5,13011.0,200,-0.7,93,1008,1.5,-163.0,-348.0
02,2020-01-31 05:45:00,4.4,13533.0,201,-0.8,94,1008,1.9,-79.0,-272.0
02,2020-01-31 06:00:00,4.4,14054.0,203,-0.9,94,1008,2.9,9.0,-151.0
02,2020-01-31 06:15:00,4.5,14441.0,204,-0.9,94,1008,3.0,3156.0,3319.0
02,2020-01-31 06:30:00,4.6,14693.0,206,-0.9,94,1008,2.5,1691.0,1816.0
02,2020-01-31 06:45:00,4.5,14944.0,208,-0.9,93,1008,2.5,1049.0,1332.0
02,2020-01-31 07:00:00,4.6,15196.0,210,-0.9,93,1008,2.4,551.0,344.0
02,2020-01-31 07:15:00,4.7,15516.0,212,-0.6,93,1008,2.3,159.0,55.0
02,2020-01-31 07:30:00,4.9,15904.0,212,0.1,92,1008,3.0,784.0,490.0
02,2020-01-31 07:45:00,5.0,16292.0,214,0.7,91,1009,3.0,2529.0,2349.0
02,2020-01-31 08:00:00,5.1,16680.0,215,1.4,90,1009,3.6,6977.0,5870.0
02,2020-01-31 08:15:00,5.2,16497.0,216,2.1,89,1009,3.7,9029.0,9032.0
02,2020-01-31 08:30:00,5.2,15744.0,216,3.0,86,1009,3.9,10445.0,9705.0
02,2020-01-31 08:45:00,5.1,14990.0,215,3.9,83,1009,4.2,10917.0,10872.0
02,2020-01-31 09:00:00,5.1,14237.0,215,4.8,80,1009,4.3,10270.0,9879.0
02,2020-01-31 09:15:00,5.0,13027.0,214,5.6,77,1009,4.4,10900.0,10393.0
02,2020-01-31 09:30:00,4.5,11361.0,213,6.4,74,1009,4.2,8834.0,8954.0
02,2020-01-31 09:45:00,4.3,9695.0,213,7.2,71,1009,3.6,5494.0,5539.0
02,2020-01-31 10:00:00,3.9,8029.0,211,8.0,68,1009,3.5,4967.0,4771.0
02,2020-01-31 10:15:00,3.7,7127.0,211,8.7,66,1009,2.7,2279.0,2135.0
02,2020-01-31 10:30:00,3.8,6988.0,212,9.3,64,1009,2.7,1168.0,920.0
02,2020-01-31 10:45:00,3.8,6850.0,213,10.0,61,1008,2.7,548.0,208.0
02,2020-01-31 11:00:00,3.9,6711.0,215,10.6,59,1008,2.9,400.0,208.0
02,2020-01-31 11:15:00,3.9,7251.0,216,11.1,57,1008,2.5,-92.0,-263.0
02,2020-01-31 11:30:00,4.1,8468.0,218,11.6,55,1008,3.1,35.0,-62.0
02,2020-01-31 11:45:00,4.1,9685.0,219,12.0,54,1008,3.7,8283.0,6448.0
02,2020-01-31 12:00:00,4.3,10902.0,221,12.5,52,1008,4.2,10535.0,9460.0
02,2020-01-31 12:15:00,4.4,12255.0,223,12.8,50,1008,4.4,14535.0,12674.0
02,2020-01-31 12:30:00,4.5,13743.0,223,13.1,48,1008,4.5,14682.0,14298.0
02,2020-01-31 12:45:00,4.6,15230.0,224,13.3,47,1007,5.0,20367.0,22046.0
02,2020-01-31 13:00:00,4.7,16718.0,224,13.6,45,1007,4.9,18889.0,18911.0
02,2020-01-31 13:15:00,4.9,17863.0,226,13.8,43,1007,4.9,20822.0,20790.0
02,2020-01-31 13:30:00,5.0,18665.0,226,14.0,42,1007,5.1,20861.0,18845.0
02,2020-01-31 13:45:00,5.1,19466.0,227,14.1,41,1006,5.3,26016.0,26102.0
02,2020-01-31 14:00:00,5.2,20268.0,227,14.3,40,1006,5.5,25312.0,24135.0
02,2020-01-31 14:15:00,5.3,21088.0,227,14.4,39,1006,5.2,23726.0,24090.0
02,2020-01-31 14:30:00,5.3,21926.0,229,14.4,38,1006,5.3,24422.0,28620.0
02,2020-01-31 14:45:00,5.3,22764.0,230,14.5,38,1005,5.5,28528.0,24475.0
02,2020-01-31 15:00:00,5.3,23602.0,232,14.5,37,1005,5.3,25118.0,24411.0
02,2020-01-31 15:15:00,5.4,23684.0,231,14.4,38,1005,5.5,27030.0,25489.0
02,2020-01-31 15:30:00,5.4,23010.0,230,14.2,39,1005,5.5,27992.0,27547.0
02,2020-01-31 15:45:00,5.4,22336.0,228,14.0,40,1005,5.4,27273.0,27636.0
02,2020-01-31 16:00:00,5.4,21662.0,227,13.8,41,1005,5.7,31012.0,30583.0
02,2020-01-31 16:15:00,5.5,21629.0,224,13.4,42,1005,5.0,23947.0,23694.0
02,2020-01-31 16:30:00,5.7,22236.0,221,12.8,44,1005,5.0,19520.0,20730.0
02,2020-01-31 16:45:00,5.9,22843.0,219,12.1,47,1005,4.8,20202.0,19705.0
02,2020-01-31 17:00:00,6.1,23450.0,216,11.5,49,1005,5.1,21896.0,21187.0
02,2020-01-31 17:15:00,6.3,24579.0,216,11.0,51,1005,5.5,28509.0,26490.0
02,2020-01-31 17:30:00,6.4,26230.0,216,10.5,52,1005,5.8,31918.0,31338.0
02,2020-01-31 17:45:00,6.7,27881.0,217,10.1,53,1005,5.9,32015.0,32083.0
02,2020-01-31 18:00:00,6.9,29532.0,217,9.6,54,1005,6.3,38202.0,36935.0
02,2020-01-31 18:15:00,7.1,31568.0,218,9.4,54,1005,6.3,39708.0,38866.0
02,2020-01-31 18:30:00,7.1,33989.0,218,9.3,54,1005,6.2,38770.0,39106.0
02,2020-01-31 18:45:00,7.2,36410.0,219,9.2,54,1005,6.4,44246.0,42013.0
02,2020-01-31 19:00:00,7.2,38831.0,219,9.1,54,1005,6.8,49643.0,49684.0
02,2020-01-31 19:15:00,7.3,41018.0,220,9.1,54,1005,6.9,50964.0,49796.0
02,2020-01-31 19:30:00,7.5,42971.0,220,9.0,54,1005,7.3,61570.0,57404.0
02,2020-01-31 19:45:00,7.5,44924.0,221,8.9,55,1006,7.7,69075.0,65489.0
02,2020-01-31 20:00:00,7.7,46877.0,221,8.8,55,1006,7.9,74141.0,71971.0
02,2020-01-31 20:15:00,7.7,48663.0,221,8.6,55,1006,7.7,67338.0,66358.0
02,2020-01-31 20:30:00,7.7,50280.0,221,8.5,56,1006,7.3,58845.0,57826.0
02,2020-01-31 20:45:00,7.7,51897.0,222,8.4,56,1006,7.1,57697.0,56111.0
02,2020-01-31 21:00:00,7.8,53514.0,223,8.3,57,1006,7.3,63418.0,61986.0
