DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15,TurbID
1/5/2022 19:45:00,3.8,11077.0,191,17.5,10,864,-5.253759999999999e+34,-1.55342e+36,,19
1/5/2022 20:00:00,4.1,11862.0,193,17.3,10,864,-1.5282599999999998e+34,-1.55069e+36,,19
1/5/2022 20:15:00,4.4,12326.0,192,17.0,10,864,-3.36487e+34,-9.15611e+29,,19
1/5/2022 20:30:00,4.5,12471.0,189,16.6,11,864,-2.59764e+25,-1.01308e+27,,19
1/5/2022 20:45:00,4.5,12616.0,185,16.2,12,864,-6.21548e+32,-3.31096e+35,,19
1/5/2022 21:00:00,4.6,12761.0,182,15.8,13,864,-6.20962e+32,-5.632429999999999e+34,,19
1/5/2022 21:15:00,4.4,12637.0,179,15.5,14,864,-6.20424e+32,-7.29851e+32,,19
1/5/2022 21:30:00,3.9,12244.0,171,15.2,16,864,-6.20538e+32,-2.79835e+36,,19
1/5/2022 21:45:00,3.7,11851.0,163,14.9,18,864,-6.27295e+32,-8.60978e+32,,19
1/5/2022 22:00:00,3.4,11458.0,152,14.6,20,864,-6.26611e+32,-1.7124899999999998e+34,,19
1/5/2022 22:15:00,3.4,11391.0,148,14.4,21,864,-6.20441e+32,-7.05844e+37,,19
1/5/2022 22:30:00,3.5,11649.0,151,14.1,20,864,-6.26817e+32,-4.6760600000000005e+31,,19
1/5/2022 22:45:00,3.6,11907.0,156,13.8,20,864,-2.1253e+29,-5.80064e+18,,19
1/5/2022 23:00:00,3.8,12165.0,158,13.5,19,864,-6.26744e+32,-8.5876e+32,,19
1/5/2022 23:15:00,4.0,12402.0,159,13.2,19,864,-6.26668e+32,-3.5307800000000003e+37,,19
1/5/2022 23:30:00,4.1,12618.0,158,12.8,19,864,-6.20141e+32,-3.52617e+37,,19
1/5/2022 23:45:00,4.2,12833.0,158,12.3,19,864,-6.24322e+32,-2.43476e+32,,19
2/5/2022 00:00:00,2.9,5139.0,180,12.3,19,865,-6.30812e+32,-7.045749999999999e+36,,19
2/5/2022 00:15:00,2.7,5024.0,182,12.2,19,865,-2.64363e+35,-2.36974e+32,,19
2/5/2022 00:30:00,2.5,4970.0,180,12.1,18,865,-6.24606e+32,-1.05119e+33,,19
2/5/2022 00:45:00,2.4,4916.0,178,12.0,18,864,-6.24114e+32,-1.96848e+32,,19
2/5/2022 01:00:00,2.2,4862.0,175,11.9,17,864,-4.6839e+29,-5.55794e+32,,19
2/5/2022 01:15:00,2.2,4867.0,170,11.5,18,864,-3.84431e+29,-2.51532e+34,,19
2/5/2022 01:30:00,2.4,4931.0,161,10.9,19,864,-8.45455e+28,-2.42586e+34,,19
2/5/2022 01:45:00,2.7,4994.0,152,10.2,20,864,-8.45293e+28,-5.33727e+32,,19
2/5/2022 02:00:00,3.0,5058.0,146,9.6,21,864,-8.84774e+28,-1.05105e+33,,19
2/5/2022 02:15:00,3.1,5268.0,140,9.2,21,864,-6.75998e+30,-1.96777e+32,,19
2/5/2022 02:30:00,3.0,5624.0,130,9.1,21,864,-8.75099e+28,-1.09252e+33,,19
2/5/2022 02:45:00,2.9,5980.0,119,8.9,20,863,-8.8072e+28,-1.96614e+32,,19
2/5/2022 03:00:00,2.9,6336.0,108,8.8,20,863,-6.49763e+30,-2.36848e+32,,19
2/5/2022 03:15:00,3.1,6933.0,99,8.6,20,863,-4.21347e+29,-1.17167e+33,,19
2/5/2022 03:30:00,3.4,7772.0,97,8.5,20,863,-6.798070000000001e+30,-2.36849e+32,,19
2/5/2022 03:45:00,3.8,8610.0,93,8.3,20,863,-1.21471e+29,-2.76993e+32,,19
2/5/2022 04:00:00,4.1,9449.0,91,8.2,20,863,-4.21921e+29,-2.77023e+32,,19
2/5/2022 04:15:00,4.4,10115.0,90,8.0,20,863,-3.7504e+28,-2.76968e+32,,19
2/5/2022 04:30:00,4.5,10609.0,90,7.7,21,863,-8.27933e+23,-1.09119e+33,,19
2/5/2022 04:45:00,4.7,11102.0,89,7.5,21,862,-1.30769e+31,-3.5324600000000003e+37,,19
2/5/2022 05:00:00,4.8,11596.0,88,7.2,22,862,-3.75225e+28,-2.36724e+32,,19
2/5/2022 05:15:00,5.0,12129.0,88,7.0,22,862,-6.413630000000001e+30,-2.78137e+32,,19
2/5/2022 05:30:00,5.1,12702.0,87,6.8,22,862,-3.74982e+28,-2.7895e+32,,19
2/5/2022 05:45:00,5.2,13275.0,86,6.7,22,862,-1.27596e+31,-1.97707e+32,,19
2/5/2022 06:00:00,5.3,13848.0,85,6.5,22,862,-3.03424e+29,-1.9065e+33,,19
2/5/2022 06:15:00,5.4,14515.0,84,6.4,22,862,-6.37968e+30,-7.04598e+36,,19
2/5/2022 06:30:00,5.6,15276.0,83,6.3,22,862,-3.54618e+27,-2.36704e+32,,19
2/5/2022 06:45:00,5.9,16038.0,81,6.3,22,862,-6.37966e+30,-1.96515e+32,,19
2/5/2022 07:00:00,6.1,16799.0,81,6.2,22,862,-3.03424e+29,-1.05089e+33,,19
2/5/2022 07:15:00,6.3,17538.0,80,6.4,22,862,-3.53144e+27,-1.97725e+32,,19
2/5/2022 07:30:00,6.5,18253.0,81,6.9,21,862,-2.46053e+33,-2.76024e+25,,19
2/5/2022 07:45:00,6.8,18968.0,82,7.3,20,862,-1.28024e+32,-3.53252e+37,,19
2/5/2022 08:00:00,7.0,19683.0,83,7.8,19,862,-2.136e+31,-1814763716.0,,19
2/5/2022 08:15:00,7.0,20815.0,84,8.3,18,862,-2.848e+31,-75276000000000.0,,19
2/5/2022 08:30:00,7.0,22365.0,88,9.0,17,862,-9.7813e+27,-8.54417e+32,,19
2/5/2022 08:45:00,7.1,23914.0,90,9.6,16,862,-5.246859999999999e+34,-8.54421e+32,,19
2/5/2022 09:00:00,7.1,25464.0,92,10.3,15,862,-5.31327e+17,-7.71595e+32,,19
2/5/2022 09:15:00,6.9,25023.0,94,10.9,13,862,-1.28641e+32,-1.3875300000000003e+30,,19
2/5/2022 09:30:00,6.4,22591.0,95,11.6,12,862,-3.5154800000000004e+35,-4.10391e+37,,19
2/5/2022 09:45:00,6.0,20160.0,97,12.3,11,862,-7.97659e+24,-1.30055e+37,,19
2/5/2022 10:00:00,5.6,17728.0,98,13.0,10,862,-6.53554e+28,-3.56237e+34,,19
2/5/2022 10:15:00,5.2,15691.0,101,13.6,9,862,-6.376130000000001e+30,-8.7195e+37,,19
2/5/2022 10:30:00,4.9,14048.0,105,14.2,8,862,-6.7468e+23,-8.72443e+37,,19
2/5/2022 10:45:00,4.5,12405.0,112,14.9,8,862,-6.37615e+30,-8.73247e+37,,19
2/5/2022 11:00:00,4.3,10762.0,118,15.5,7,862,-6.758e+23,-8.736370000000001e+37,,19
2/5/2022 11:15:00,4.1,9966.0,124,16.1,7,862,-6.76073e+23,-8.735070000000001e+37,,19
2/5/2022 11:30:00,4.0,10017.0,131,16.7,6,862,-8.23966e+24,-8.72884e+37,,19
2/5/2022 11:45:00,4.0,10068.0,137,17.2,6,862,-5.67387e+35,-1.1886900000000002e+30,,19
2/5/2022 12:00:00,3.9,10119.0,144,17.8,5,862,-2.63621e+35,-8.92405e+32,,19
2/5/2022 12:15:00,3.8,10059.0,151,18.3,5,862,-1.35291e+29,-1.73774e+30,,19
2/5/2022 12:30:00,3.4,9889.0,159,18.7,5,862,-5.292389999999999e+34,-5.20205e+34,,19
2/5/2022 12:45:00,3.2,9718.0,167,19.0,5,861,-6.61417e+32,-6.923369999999999e+34,,19
2/5/2022 13:00:00,3.0,9548.0,178,19.4,5,861,-2.71471e+33,-2.91616e+34,,19
2/5/2022 13:15:00,2.9,10096.0,188,19.8,5,861,-2.60472e+32,-3.66506e+35,,19
2/5/2022 13:30:00,3.0,11362.0,201,20.1,5,861,-6.376140000000001e+30,-1.41685e+36,,19
2/5/2022 13:45:00,3.2,12629.0,214,20.4,5,861,-5.623659999999999e+34,-2.30288e+36,,19
2/5/2022 14:00:00,3.6,13895.0,224,20.7,5,861,-9.43253e+31,-2.05982e+22,,19
2/5/2022 14:15:00,4.0,17212.0,231,20.9,5,861,0.0,1497.0,,19
2/5/2022 14:30:00,4.5,22580.0,237,21.2,4,861,-4.84326e+29,-3.92965e+35,,19
2/5/2022 14:45:00,5.1,27947.0,242,21.5,4,860,-1.24002e+32,-2.82709e+27,,19
2/5/2022 15:00:00,5.7,33315.0,245,21.8,3,860,-5.79053e+33,-8.35674e+32,,19
2/5/2022 15:15:00,6.1,38961.0,248,22.0,3,860,-9.3588e+20,-4.427229999999999e+34,,19
2/5/2022 15:30:00,6.5,44884.0,251,22.1,3,860,-3.29596e+21,-1.7162e+34,,19
2/5/2022 15:45:00,6.9,50807.0,253,22.3,3,859,-4.05968e+35,-2.02832e+34,,19
2/5/2022 16:00:00,7.3,56730.0,256,22.4,3,859,-1.36903e+25,-2.88835e+20,,19
2/5/2022 16:15:00,7.7,62035.0,257,22.5,3,859,-7.38485e+30,-3.52266e+37,,19
2/5/2022 16:30:00,8.0,66722.0,258,22.6,3,859,-1.4792e+34,-8.37374e+30,,19
2/5/2022 16:45:00,8.3,71409.0,258,22.7,3,858,-85775597.4,0.0,,19
2/5/2022 17:00:00,8.6,76096.0,259,22.8,3,858,-9.499e+30,-2.36037e+37,,19
2/5/2022 17:15:00,8.9,79544.0,258,22.8,3,858,-5.670310000000001e+31,-7.021329999999999e+36,,19
2/5/2022 17:30:00,9.1,81753.0,257,22.7,3,858,-1.08115e+35,-5.72951e+36,,19
2/5/2022 17:45:00,9.3,83963.0,256,22.6,3,858,-2.15929e+29,-509353000000000.0,,19
2/5/2022 18:00:00,9.5,86172.0,255,22.5,3,858,-1.10835e+36,-1.7033900000000002e+37,,19
2/5/2022 18:15:00,9.6,85885.0,255,22.4,3,858,-7.98815e+19,-1285710456.0,,19
2/5/2022 18:30:00,9.5,83101.0,255,22.2,3,858,-2.2453e+36,-8.926720000000001e+37,,19
2/5/2022 18:45:00,9.4,80316.0,255,22.1,3,858,-8.48727e+35,-2.3178e+33,,19
2/5/2022 19:00:00,9.3,77532.0,255,21.9,3,858,14.6,-495339648.0,,19
2/5/2022 19:15:00,9.2,73579.0,255,21.6,3,858,-4.9628900000000005e+35,-8.90836e+32,,19
2/5/2022 19:30:00,9.0,68458.0,255,21.3,3,858,-1.28067e+32,-3.54883e+34,,19
2/5/2022 19:45:00,8.8,63337.0,255,21.0,4,857,-1.68435e+33,-1.32572e+35,,19
2/5/2022 20:00:00,8.6,58216.0,256,20.7,4,857,-4.29762e+33,-3.8166e+34,,19
2/5/2022 20:15:00,8.4,53065.0,255,20.3,4,857,-2.47446e+33,-2.48353e+33,,19
2/5/2022 20:30:00,8.2,47884.0,254,19.8,4,857,-6.698149999999999e+28,-5.8504e+33,,19
2/5/2022 20:45:00,8.0,42704.0,254,19.3,5,858,-5.24643e+34,-4.576e+33,,19
2/5/2022 21:00:00,7.8,37523.0,253,18.8,5,858,-1.023e+27,-2.13138e+34,,19
2/5/2022 21:15:00,7.6,33491.0,253,18.3,5,858,-8.57491e+19,-9.73822e+37,,19
2/5/2022 21:30:00,7.4,30606.0,254,18.0,5,858,-6.34059e+34,-1.21218e+37,,19
2/5/2022 21:45:00,7.3,27722.0,255,17.7,6,858,-3.07456e+23,-1.01481e+27,,19
2/5/2022 22:00:00,7.0,24837.0,256,17.4,6,858,-8.996e+31,-1.05685e+27,,19
2/5/2022 22:15:00,6.8,22644.0,256,17.0,6,858,-2.61644e+25,-1.12921e+37,,19
2/5/2022 22:30:00,6.6,21141.0,256,16.6,7,858,-4.43012e+33,-1.0315e+38,,19
2/5/2022 22:45:00,6.4,19638.0,256,16.1,7,858,-4.44524e+33,-1.92803e+38,,19
2/5/2022 23:00:00,6.2,18135.0,256,15.7,8,858,-3.54758e+31,-4.74196e+33,,19
2/5/2022 23:15:00,6.0,16799.0,255,15.4,8,858,-4.89943e+33,-3.0585e+32,,19
2/5/2022 23:30:00,5.8,15632.0,254,15.1,9,858,-4.4649e+33,-2.28595e+37,,19
2/5/2022 23:45:00,5.6,14465.0,252,14.8,9,858,-2.43671e+33,-6.47527e+32,,19
3/5/2022 00:00:00,6.6,20610.0,258,14.8,10,858,-1.15033e+34,-4.22928e+31,,19
3/5/2022 00:15:00,6.5,19778.0,259,14.4,10,858,-2.63622e+35,-1.13092e+37,,19
3/5/2022 00:30:00,6.3,18649.0,259,14.0,11,858,-4.4431e+33,-2.1709e+30,,19
3/5/2022 00:45:00,6.0,17519.0,259,13.5,11,858,-6.38431e+30,-1.12968e+37,,19
3/5/2022 01:00:00,5.8,16390.0,259,13.1,12,858,-4.9289e+32,-9.57643e+36,,19
3/5/2022 01:15:00,5.6,15348.0,259,12.7,12,858,-9.08825e+33,-2.84367e+21,,19
3/5/2022 01:30:00,5.4,14395.0,259,12.3,13,858,-9.24322e+31,-4.77016e+33,,19
3/5/2022 01:45:00,5.3,13441.0,260,12.0,13,858,-2.01822e+32,-4.05627e+37,,19
3/5/2022 02:00:00,5.1,12488.0,261,11.6,14,858,-5.250519999999999e+34,-5.33465e+36,,19
3/5/2022 02:15:00,4.8,11605.0,263,11.3,14,858,-2.96684e+35,-8.491559999999999e+36,,19
3/5/2022 02:30:00,4.6,10792.0,265,11.1,14,858,-5.254389999999999e+34,-5.48744e+36,,19
3/5/2022 02:45:00,4.5,9979.0,267,11.0,13,857,-6.437490000000001e+30,-5.509369999999999e+36,,19
3/5/2022 03:00:00,4.3,9166.0,270,10.8,13,857,-7.52517e+26,-5.49455e+36,,19
3/5/2022 03:15:00,4.1,8460.0,270,10.7,13,857,-3.00612e+29,-1.61516e+35,,19
3/5/2022 03:30:00,4.0,7859.0,270,10.7,12,857,-7.80669e+26,-1.10282e+32,,19
3/5/2022 03:45:00,3.9,7258.0,271,10.7,12,857,-2.18142e+30,-5.50133e+37,,19
3/5/2022 04:00:00,3.8,6657.0,272,10.7,11,857,-2.7764699999999995e+34,-1.29207e+37,,19
3/5/2022 04:15:00,3.6,6174.0,273,10.6,11,857,-2.4774e+33,-7.0092900000000005e+31,,19
3/5/2022 04:30:00,3.4,5811.0,275,10.3,11,857,-2.15495e+30,-3.53622e+37,,19
3/5/2022 04:45:00,3.2,5448.0,277,10.0,11,856,-6.23718e+34,-1.56222e+35,,19
3/5/2022 05:00:00,3.0,5085.0,279,9.7,11,856,-6.23624e+34,-1.73445e+35,,19
3/5/2022 05:15:00,2.9,4727.0,282,9.4,11,856,-6.334759999999999e+34,-1.22116e+35,,19
3/5/2022 05:30:00,2.7,4376.0,285,9.2,11,856,-6.237089999999999e+34,-8.526849999999999e+33,,19
3/5/2022 05:45:00,2.6,4025.0,286,9.0,12,857,-6.235029999999999e+34,-6.80263e+35,,19
3/5/2022 06:00:00,2.4,3674.0,289,8.8,12,857,-6.235429999999999e+34,-6.81178e+35,,19
3/5/2022 06:15:00,2.2,3281.0,288,8.6,12,857,-6.23431e+34,-6.75414e+35,,19
3/5/2022 06:30:00,2.0,2848.0,288,8.4,12,857,-6.233789999999999e+34,-6.70324e+35,,19
3/5/2022 06:45:00,1.6,2414.0,284,8.1,13,857,-6.23176e+34,-6.70364e+35,,19
3/5/2022 07:00:00,1.4,1981.0,282,7.9,13,857,-6.232129999999999e+34,-6.70364e+35,,19
3/5/2022 07:15:00,1.2,1770.0,284,8.0,13,857,-6.245289999999999e+34,-6.70283e+35,,19
3/5/2022 07:30:00,1.2,1783.0,290,8.4,13,857,-6.248559999999999e+34,-6.73706e+35,,19
3/5/2022 07:45:00,1.1,1795.0,297,8.8,12,857,-6.25885e+34,-6.70324e+35,,19
3/5/2022 08:00:00,1.1,1808.0,304,9.2,12,857,-6.26091e+34,-6.71218e+35,,19
3/5/2022 08:15:00,0.9,1814.0,311,9.8,12,857,-6.23176e+34,-6.750470000000001e+35,,19
3/5/2022 08:30:00,0.8,1815.0,310,10.6,11,857,-6.231369999999999e+34,-6.71178e+35,,19
3/5/2022 08:45:00,0.6,1815.0,309,11.5,11,857,-6.23161e+34,-6.70299e+35,,19
3/5/2022 09:00:00,0.5,1816.0,307,12.3,10,857,-6.260339999999999e+34,-6.71178e+35,,19
3/5/2022 09:15:00,0.4,1935.0,304,13.1,10,857,-6.2597e+34,-6.70283e+35,,19
3/5/2022 09:30:00,0.3,2173.0,315,13.8,9,857,-6.26167e+34,-6.70324e+35,,19
3/5/2022 09:45:00,0.3,2410.0,315,14.5,8,857,-6.26079e+34,-6.70324e+35,,19
3/5/2022 10:00:00,0.2,2648.0,333,15.2,7,857,-6.232819999999999e+34,-6.74629e+35,,19
3/5/2022 10:15:00,0.3,3401.0,288,15.9,7,857,-6.261159999999999e+34,-6.72783e+35,,19
3/5/2022 10:30:00,0.6,4670.0,270,16.5,7,857,-8.531330000000001e+30,-6.74022e+35,,19
3/5/2022 10:45:00,0.9,5939.0,257,17.1,6,857,-8.560230000000001e+30,-6.73432e+35,,19
3/5/2022 11:00:00,1.3,7208.0,252,17.7,6,857,-2.15519e+30,-6.71138e+35,,19
3/5/2022 11:15:00,1.7,8863.0,249,18.3,6,857,-9.32918e+32,-6.71221e+35,,19
3/5/2022 11:30:00,2.2,10904.0,249,19.0,6,857,-2.43889e+26,-7.93623e+35,,19
3/5/2022 11:45:00,2.8,12945.0,251,19.7,6,856,-2.78609e+35,-6.73556e+35,,19
3/5/2022 12:00:00,3.3,14986.0,250,20.4,6,856,-4.76312e+29,-8.59083e+35,,19
3/5/2022 12:15:00,3.9,19404.0,252,21.0,6,856,-5.16979e+23,-2.75281e+32,,19
3/5/2022 12:30:00,4.5,26199.0,254,21.7,6,856,-6.47992e+32,-3.0870700000000003e+37,,19
3/5/2022 12:45:00,5.1,32994.0,257,22.3,6,855,-23863438.8,-2.03766e+36,,19
3/5/2022 13:00:00,5.7,39789.0,258,23.0,6,855,-214872992.0,0.0,,19
3/5/2022 13:15:00,6.4,48697.0,259,23.5,6,855,-3.58602e+31,-3.31259e+35,,19
3/5/2022 13:30:00,7.1,59716.0,261,23.9,7,855,-1.72212e+33,-3.5431e+22,,19
3/5/2022 13:45:00,7.8,70735.0,263,24.4,7,855,-53584118.6,-642970658.0,,19
3/5/2022 14:00:00,8.4,81754.0,264,24.8,8,855,-2.43189e+36,-3.04628e+36,,19
3/5/2022 14:15:00,8.8,90104.0,265,25.1,8,855,-7.32738e+30,-6.26085e+35,,19
3/5/2022 14:30:00,9.0,95783.0,266,25.3,8,855,-3.76663e+32,-2.90431e+20,,19
3/5/2022 14:45:00,9.1,101462.0,266,25.6,8,854,-1.75821e+35,-1.2703199999999998e+34,,19
3/5/2022 15:00:00,9.3,107141.0,267,25.8,8,854,-1.34466e+32,-1.804e+34,,19
3/5/2022 15:15:00,9.5,111965.0,268,26.0,8,854,-2.92697e+24,-6.813829999999999e+33,,19
3/5/2022 15:30:00,9.6,115933.0,268,26.2,8,854,-2.92875e+28,-8.5107e+22,,19
3/5/2022 15:45:00,9.7,119901.0,268,26.3,8,853,-5.494049999999999e+34,-8.202679999999999e+29,,19
3/5/2022 16:00:00,9.8,123869.0,268,26.5,8,853,-2.2221e+20,-3.52578e+37,,19
3/5/2022 16:15:00,9.8,126829.0,267,26.6,8,853,-1.6312e+23,-1.36802e+23,,19
3/5/2022 16:30:00,9.9,128782.0,267,26.7,8,853,-8.87307e+32,-7.90666e+36,,19
3/5/2022 16:45:00,10.0,130735.0,266,26.8,8,852,-1.50061e+27,-1.3069e+36,,19
3/5/2022 17:00:00,10.1,132688.0,265,26.9,8,852,-1.82591e+34,-8.329150000000001e+30,,19
3/5/2022 17:15:00,10.2,133888.0,265,26.9,8,852,-5.60032e+34,-6.99523e+36,,19
3/5/2022 17:30:00,10.4,134337.0,265,26.9,8,852,-4.09867e+35,-9.17456e+34,,19
3/5/2022 17:45:00,10.6,134785.0,266,26.9,7,852,-6.33609e+25,-1.03785e+29,,19
3/5/2022 18:00:00,10.8,135234.0,266,26.9,7,852,-2.46237e+33,-2.97008e+32,,19
3/5/2022 18:15:00,10.7,131660.0,266,26.8,7,852,-9.47336e+34,-1.7134e+34,,19
3/5/2022 18:30:00,10.4,124063.0,266,26.7,7,852,-2.75528e+26,-2.7134e+33,,19
3/5/2022 18:45:00,10.0,116466.0,267,26.5,7,852,-54095821.6,-3.67052e+37,,19
3/5/2022 19:00:00,9.7,108869.0,267,26.4,7,852,-1.18296e+36,-6.359870000000001e+31,,19
3/5/2022 19:15:00,9.3,101531.0,266,26.2,7,852,-9.32696e+33,-1.59169e+36,,19
3/5/2022 19:30:00,9.0,94453.0,264,25.9,7,852,-1.09556e+36,-4.5116e+36,,19
3/5/2022 19:45:00,8.7,87376.0,261,25.6,8,852,-5.48444e+33,-5.55911e+31,,19
3/5/2022 20:00:00,8.4,80298.0,258,25.3,8,852,-3.88388e+35,-1.96754e+36,,19
3/5/2022 20:15:00,8.2,74694.0,254,24.9,8,852,-4.76062e+34,-2.3791700000000003e+37,,19
3/5/2022 20:30:00,8.3,70564.0,250,24.4,9,852,-8.37402e+35,-5.44506e+37,,19
3/5/2022 20:45:00,8.3,66433.0,246,23.9,9,852,-9.23324e+26,-1.91235e+37,,19
3/5/2022 21:00:00,8.5,62303.0,243,23.4,10,852,-4.03588e+29,-1.88248e+37,,19
3/5/2022 21:15:00,8.4,57147.0,241,22.9,10,852,-3.8005e+21,-389868000000000.0,,19
3/5/2022 21:30:00,8.0,50964.0,242,22.5,10,852,-5.76278e+35,-2.4553200000000003e+30,,19
3/5/2022 21:45:00,7.6,44781.0,242,22.2,11,853,-1.22964e+35,-3.50578e+36,,19
3/5/2022 22:00:00,7.2,38598.0,243,21.8,11,853,-1.61208e+31,-13691600000000.0,,19
3/5/2022 22:15:00,6.8,33965.0,246,21.4,11,853,-4.98275e+26,-1.71184e+34,,19
3/5/2022 22:30:00,6.5,30884.0,251,21.0,11,853,-1.43895e+35,-4.371440000000001e+37,,19
3/5/2022 22:45:00,6.2,27803.0,255,20.6,12,853,-6.366709999999999e+34,-3.20234e+25,,19
3/5/2022 23:00:00,6.0,24722.0,260,20.2,12,853,-1.83221e+28,-2.37775e+34,,19
3/5/2022 23:15:00,5.8,22320.0,265,19.9,12,853,-8.93623e+35,-1.34567e+38,,19
3/5/2022 23:30:00,5.7,20599.0,269,19.6,12,853,-8.93956e+35,-1.42158e+38,,19
3/5/2022 23:45:00,5.7,18877.0,271,19.3,13,853,-8.9377e+35,-1.49299e+38,,19
4/5/2022 00:00:00,5.1,14816.0,277,18.8,11,852,-8.94383e+35,-1.57118e+37,,19
4/5/2022 00:15:00,5.1,13397.0,279,18.5,11,852,-8.94427e+35,-1.5712100000000002e+37,,19
4/5/2022 00:30:00,5.0,12462.0,279,18.2,11,852,-8.9531e+35,-8.20398e+36,,19
4/5/2022 00:45:00,4.9,11528.0,278,17.9,12,852,-8.93354e+35,-8.204839999999999e+36,,19
4/5/2022 01:00:00,4.8,10593.0,278,17.6,12,852,-8.9442e+35,-8.20402e+36,,19
4/5/2022 01:15:00,4.6,9805.0,279,17.3,12,852,-9.48026e+35,-8.20398e+36,,19
4/5/2022 01:30:00,4.4,9163.0,279,17.1,13,852,-9.49376e+35,-8.20402e+36,,19
4/5/2022 01:45:00,4.2,8522.0,281,16.9,13,852,-8.97077e+35,-8.20398e+36,,19
4/5/2022 02:00:00,4.0,7880.0,282,16.7,14,852,-8.96398e+35,-8.20398e+36,,19
4/5/2022 02:15:00,3.8,7352.0,282,16.5,14,852,-8.97696e+35,-8.20398e+36,,19
4/5/2022 02:30:00,3.6,6937.0,283,16.4,14,852,-8.92811e+35,-1.57129e+37,,19
4/5/2022 02:45:00,3.4,6522.0,282,16.2,15,852,-8.93047e+35,-8.20393e+36,,19
4/5/2022 03:00:00,3.2,6107.0,283,16.1,15,852,-8.93825e+35,-8.20411e+36,,19
4/5/2022 03:15:00,3.0,5798.0,284,15.9,15,852,-8.94367e+35,-8.20488e+36,,19
4/5/2022 03:30:00,2.7,5595.0,285,15.6,16,852,-8.95123e+35,-8.204029999999999e+36,,19
4/5/2022 03:45:00,2.5,5392.0,284,15.4,16,851,-8.95562e+35,-8.20407e+36,,19
4/5/2022 04:00:00,2.2,5189.0,286,15.1,17,851,-8.94905e+35,-8.204029999999999e+36,,19
4/5/2022 04:15:00,2.0,4921.0,288,14.8,17,851,-8.953490000000001e+35,-8.204029999999999e+36,,19
4/5/2022 04:30:00,1.8,4589.0,286,14.4,18,851,-8.9531e+35,-8.20407e+36,,19
4/5/2022 04:45:00,1.6,4256.0,284,14.0,18,851,-8.95543e+35,-8.204029999999999e+36,,19
4/5/2022 05:00:00,1.4,3924.0,282,13.6,19,851,-8.9469e+35,-8.20496e+36,,19
4/5/2022 05:15:00,1.3,3656.0,279,13.3,19,851,-8.948840000000001e+35,-8.20407e+36,,19
4/5/2022 05:30:00,1.2,3452.0,279,13.1,19,851,-8.9502e+35,-8.20488e+36,,19
4/5/2022 05:45:00,1.2,3248.0,275,13.0,19,851,-8.94987e+35,-8.20407e+36,,19
4/5/2022 06:00:00,1.1,3044.0,275,12.8,19,851,-8.95213e+35,-8.20407e+36,,19
4/5/2022 06:15:00,1.1,2918.0,280,12.7,19,851,-8.94936e+35,-8.20407e+36,,19
4/5/2022 06:30:00,1.1,2871.0,292,12.6,19,851,-8.954660000000001e+35,-8.20407e+36,,19
4/5/2022 06:45:00,1.1,2824.0,308,12.5,19,852,-8.95562e+35,-8.204029999999999e+36,,19
4/5/2022 07:00:00,1.2,2777.0,318,12.4,19,852,-2.15495e+30,-8.204029999999999e+36,,19
4/5/2022 07:15:00,1.3,2520.0,328,12.5,19,852,-2.15495e+30,-8.20488e+36,,19
4/5/2022 07:30:00,1.3,2055.0,337,12.7,19,852,-2.15496e+30,-8.204029999999999e+36,,19
4/5/2022 07:45:00,1.4,1590.0,343,12.9,18,852,-1.49072e+31,-8.20411e+36,,19
4/5/2022 08:00:00,1.4,1125.0,352,13.1,18,852,-2.15495e+30,-8.204029999999999e+36,,19
4/5/2022 08:15:00,1.5,962.0,356,13.7,18,852,-2.45484e+30,-8.20492e+36,,19
4/5/2022 08:30:00,1.4,1101.0,356,14.7,17,852,-8.531080000000001e+30,-8.20407e+36,,19
4/5/2022 08:45:00,1.3,1241.0,0,15.6,16,852,-8.531080000000001e+30,-8.204029999999999e+36,,19
4/5/2022 09:00:00,1.2,1380.0,0,16.6,15,852,-4.46027e+24,-8.20492e+36,,19
4/5/2022 09:15:00,1.1,1876.0,0,17.5,14,852,-4.45987e+24,-8.20411e+36,,19
4/5/2022 09:30:00,1.0,2729.0,354,18.4,13,852,-1.20204e+25,-8.20488e+36,,19
4/5/2022 09:45:00,0.9,3581.0,347,19.3,12,852,-1.9583e+25,-8.20407e+36,,19
4/5/2022 10:00:00,0.9,4434.0,339,20.2,11,852,-4.46319e+24,-1.5713e+37,,19
4/5/2022 10:15:00,0.7,5202.0,326,20.9,11,852,-4.45064e+24,-8.204029999999999e+36,,19
4/5/2022 10:30:00,0.6,5886.0,301,21.5,10,852,-6.376130000000001e+30,-8.20488e+36,,19
4/5/2022 10:45:00,0.7,6569.0,270,22.1,10,852,-1.2014e+25,-8.20407e+36,,19
4/5/2022 11:00:00,0.8,7253.0,256,22.7,9,852,-4.45741e+24,-8.20407e+36,,19
4/5/2022 11:15:00,1.1,7815.0,248,23.3,9,852,-4.46241e+24,-8.20407e+36,,19
4/5/2022 11:30:00,1.3,8254.0,243,23.9,9,852,-1.20206e+25,-8.20407e+36,,19
4/5/2022 11:45:00,1.6,8693.0,240,24.6,8,851,-4.46291e+24,-1.5713e+37,,19
4/5/2022 12:00:00,1.9,9132.0,238,25.2,8,851,-6.376130000000001e+30,-8.20411e+36,,19
